Bandit,Reward,Algorithm
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,True,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
Bandit-1,False,Epsilon-Greedy
